0	1	0	1	0	
0	12	1	1	0	
1	3	0	1	0	
0	4	0	1	0	
0	5	0	1	0	
1	6	0	1	0	
0	7	0	1	0	
0	9	0	0	0	
0	11	0	1	0	
0	43	1	1	0	
1	-1	0	1	0	
1	-1	0	1	0	
0	14	0	0	0	
0	16	0	1	0	
0	17	1	1	0	
0	12	0	1	0	
0	-1	0	1	0	
0	19	0	0	0	
0	25	0	1	0	
1	20	0	1	0	
1	21	0	1	0	
1	22	0	1	0	
0	31	1	1	0	
1	24	0	1	0	
0	4	0	1	0	
1	-1	0	1	0	
0	27	0	1	0	
1	28	0	1	0	
1	29	0	1	0	
0	227	1	1	0	
1	-1	0	1	0	
0	33	0	0	0	
0	34	0	1	0	
0	35	0	1	0	
0	-1	0	1	0	
0	36	0	1	0	
1	37	0	1	0	
0	38	0	1	0	
0	40	0	0	0	
0	42	0	1	0	
1	41	0	1	0	
0	31	0	1	0	
0	-1	0	1	0	
0	45	0	0	0	
0	47	0	1	0	
0	48	1	1	0	
0	43	0	1	0	
0	-1	0	1	0	
0	57	0	0	0	
0	58	0	1	0	
0	59	0	0	0	
0	64	0	1	0	
0	69	0	0	0	
0	74	0	1	0	
0	77	0	1	0	
0	79	0	1	0	
0	81	0	1	0	
0	85	1	1	0	
0	111	1	0	0	
1	60	1	1	0	
1	61	0	1	0	
0	245	0	1	0	
1	63	0	1	0	
1	-1	0	1	0	
1	65	0	0	0	
1	66	0	1	0	
0	245	0	1	0	
1	68	0	1	0	
1	-1	0	1	0	
1	70	0	1	0	
1	71	0	0	0	
0	245	0	1	0	
1	73	0	1	0	
1	-1	0	1	0	
0	245	0	0	0	
0	129	0	1	0	
1	-1	0	1	0	
0	184	0	0	0	
1	-1	0	1	0	
0	204	0	1	0	
1	-1	0	1	0	
1	-1	0	1	0	
0	83	0	1	0	
0	245	1	1	0	
0	156	0	1	0	
0	86	0	1	0	
0	88	1	1	0	
0	94	0	1	0	
0	89	0	1	0	
1	90	0	1	0	
1	91	0	1	0	
0	82	1	1	0	
1	93	0	1	0	
0	4	0	1	0	
0	95	0	1	0	
0	97	1	1	0	
0	106	0	1	0	
0	99	0	0	0	
0	105	0	1	0	
1	100	0	1	0	
1	101	0	1	0	
0	82	1	1	0	
1	103	0	1	0	
0	4	1	1	0	
0	97	0	1	0	
0	-1	0	1	0	
0	108	0	0	0	
0	110	0	1	0	
1	109	0	1	0	
0	4	0	1	0	
0	-1	0	1	0	
0	113	0	0	0	
0	118	0	1	0	
1	114	0	1	0	
1	115	1	1	0	
0	82	1	1	0	
1	117	0	1	0	
0	4	1	1	0	
1	119	0	1	0	
0	4	0	1	0	
1	121	0	1	0	
1	122	0	1	0	
0	82	0	1	0	
1	124	0	1	0	
1	-1	0	1	0	
0	126	0	1	0	
1	127	0	1	0	
0	133	1	1	0	
1	-1	0	1	0	
0	131	0	0	0	
0	132	0	1	0	
0	136	0	1	0	
0	181	0	1	0	
0	134	0	1	0	
0	245	1	1	0	
0	136	0	1	0	
0	138	0	0	0	
0	139	0	1	0	
0	140	0	1	0	
0	156	0	1	0	
0	142	0	0	0	
0	145	0	1	0	
0	146	1	1	0	
0	245	1	1	0	
0	140	0	1	0	
0	-1	0	1	0	
0	151	0	0	0	
0	152	0	1	0	
0	153	0	0	0	
0	154	0	1	0	
0	155	0	0	0	
1	-1	0	1	0	
1	-1	0	0	0	
1	-1	0	1	0	
1	-1	0	1	0	
1	-1	0	1	0	
0	159	0	0	0	
0	162	0	1	0	
0	164	0	1	0	
0	165	1	1	0	
0	245	1	0	0	
0	156	0	1	0	
1	163	0	1	0	
0	156	0	1	0	
0	-1	0	1	0	
0	173	0	0	0	
0	174	0	1	0	
0	175	0	0	0	
0	176	0	1	0	
0	177	0	0	0	
0	178	0	1	0	
0	179	0	0	0	
0	180	0	1	0	
1	-1	0	0	0	
1	-1	0	1	0	
1	-1	0	0	0	
1	-1	0	1	0	
1	-1	0	0	0	
1	-1	0	1	0	
1	-1	0	1	0	
1	-1	0	1	0	
0	182	0	1	0	
0	189	1	1	0	
0	245	0	1	0	
0	185	0	1	0	
1	186	0	1	0	
1	187	0	1	0	
1	188	0	1	0	
0	245	0	1	0	
0	195	0	0	0	
0	196	0	1	0	
0	197	0	0	0	
0	198	0	1	0	
0	199	0	0	0	
0	200	0	1	0	
1	-1	0	0	0	
1	-1	0	1	0	
1	-1	0	0	0	
1	-1	0	1	0	
1	-1	0	1	0	
1	-1	0	1	0	
0	202	0	1	0	
0	245	1	1	0	
0	140	0	1	0	
0	205	0	1	0	
1	206	0	1	0	
1	207	0	1	0	
0	201	1	1	0	
1	209	0	1	0	
1	210	0	1	0	
0	213	1	1	0	
1	212	0	1	0	
0	218	0	1	0	
0	215	0	0	0	
0	216	0	1	0	
0	204	0	1	0	
1	217	0	1	0	
1	-1	0	1	0	
0	220	0	0	0	
0	222	0	1	0	
1	221	0	1	0	
0	223	0	1	0	
0	-1	0	1	0	
0	224	0	1	0	
1	225	0	1	0	
0	227	1	1	0	
1	-1	0	1	0	
0	228	0	1	0	
0	245	1	1	0	
0	230	0	1	0	
0	232	0	0	0	
0	234	0	1	0	
1	233	0	1	0	
0	227	0	1	0	
0	-1	0	1	0	
0	236	0	1	0	
1	237	0	1	0	
0	238	0	1	0	
0	240	0	0	0	
0	244	0	1	0	
1	241	0	1	0	
0	201	1	1	0	
1	243	0	1	0	
0	238	0	1	0	
0	-1	0	1	0	
0	250	0	0	0	
0	251	0	1	0	
0	252	0	0	0	
0	253	0	1	0	
0	254	0	0	0	
0	255	0	1	0	
0	235	0	0	0	
0	125	0	1	0	
0	223	0	1	0	
0	26	0	1	0	
0	258	0	0	0	
0	259	0	1	0	
0	260	0	0	0	
0	261	0	1	0	
1	-1	0	1	0	
1	-1	0	1	0	
0	263	0	0	0	
0	264	0	1	0	
1	-1	0	1	0	
1	-1	0	1	0	
